,fatcat_domain,u_uniprot_acc,pdb
14771,PDP:3NVSAb,P0A6D3,2QFQ
14772,PDP:3NVSAa,P0A6D3,2QFS
14773,PDP:3NVSAb,P0A6D3,2QFS
14774,PDP:3NVSAa,P0A6D3,2QFT
14775,PDP:3NVSAb,P0A6D3,2QFT
14776,PDP:3NVSAa,P0A6D3,2QFU
14777,PDP:3NVSAb,P0A6D3,2QFU
14778,PDP:3NVSAa,P0A6D3,3FJX
14779,PDP:3NVSAb,P0A6D3,3FJX
14780,PDP:3NVSAa,P0A6D3,3FJZ
14781,PDP:3NVSAb,P0A6D3,3FJZ
14782,PDP:3NVSAa,P0A6D3,3FK0
14783,PDP:3NVSAb,P0A6D3,3FK0
14784,PDP:3NVSAa,P0A6D3,3FK1
14785,PDP:3NVSAb,P0A6D3,3FK1
14786,PDP:4E4RAa,P77218,1VMI
14787,PDP:4E4RAb,P77218,1VMI
14788,PDP:5JBNAa,P0A6I6,1B6T
14790,PDP:5JBNAa,P0A6I6,1GN8
14792,PDP:5JBNAa,P0A6I6,1H1T
14794,PDP:5JBNAa,P0A6I6,1QJC
14796,PDP:5JBNAa,P0A6I6,5JBN
14798,PDP:4UOXAa,P42588,4UOX
14799,PDP:4UOXAb,P42588,4UOX
14806,PDP:4UOXAa,P42588,4UOY
14807,PDP:4UOXAb,P42588,4UOY
14814,PDP:4JDFAa,P31133,1A99
14815,PDP:4JDFAb,P31133,1A99
14822,PDP:4JDFAa,P31133,4JDF
14823,PDP:4JDFAb,P31133,4JDF
14824,PDP:4EQBAa,P0AFK9,1POT
14825,PDP:4EQBAb,P0AFK9,1POT
14826,PDP:4EQBAa,P0AFK9,1POY
14827,PDP:4EQBAb,P0AFK9,1POY
14834,PDP:3FUCAa,P45563,1YQQ
14837,PDP:3FUCAa,P45563,1YQU
14840,PDP:3FUCAa,P45563,1YR3
14846,PDP:3PZSAa,P77150,1TD2
14848,PDP:3PZSAa,P77150,1VI9
14852,d2g50a1,P0AD61,1E0T
14853,d2g50a2,P0AD61,1E0T
14854,d2g50a3,P0AD61,1E0T
14864,d2g50a1,P0AD61,1E0U
14865,d2g50a2,P0AD61,1E0U
14866,d2g50a3,P0AD61,1E0U
14876,d2g50a1,P0AD61,1PKY
14877,d2g50a2,P0AD61,1PKY
14878,d2g50a3,P0AD61,1PKY
14888,PDP:4R2XAa,P12758,1K3F
14894,PDP:4R2XAa,P12758,1LX7
14896,PDP:4R2XAa,P12758,1RXC
14908,PDP:4R2XAa,P12758,1RXS
14938,PDP:4R2XAa,P12758,1RXU
14956,PDP:4R2XAa,P12758,1RXY
14958,PDP:4R2XAa,P12758,1T0U
14960,PDP:4R2XAa,P12758,1TGV
14962,PDP:4R2XAa,P12758,1TGY
14964,PDP:4R2XAa,P12758,1U1C
14970,PDP:4R2XAa,P12758,1U1D
14976,PDP:4R2XAa,P12758,1U1E
14982,PDP:4R2XAa,P12758,1U1F
14988,PDP:4R2XAa,P12758,1U1G
14994,PDP:4R2XAa,P12758,3KVV
15000,d1tuva_,P0ADU2,1R6Y
15001,d1tuva_,P0ADU2,1TUV
15002,PDP:3TNLAa,P0A6D5,1NPD
15003,PDP:3TNLAb,P0A6D5,1NPD
15006,PDP:3TNLAa,P0A6D5,1O9B
15007,PDP:3TNLAb,P0A6D5,1O9B
15010,PDP:3TNLAa,P0A6D5,1VI2
15011,PDP:3TNLAb,P0A6D5,1VI2
15014,d1pkva_,P0AFU8,1HZE
15016,d1pkva_,P0AFU8,1I18
15018,d1i8da1,P0AFU8,1I8D
15019,d1i8da2,P0AFU8,1I8D
15024,d1pkva_,P0AFU8,1PKV
15026,PDP:4XDAAa,P0A9J6,1GQT
15027,PDP:4XDAAb,P0A9J6,1GQT
15034,PDP:4XDAAa,P0A9J6,1RK2
15035,PDP:4XDAAb,P0A9J6,1RK2
15042,PDP:4XDAAa,P0A9J6,1RKA
15043,PDP:4XDAAb,P0A9J6,1RKA
15044,PDP:4XDAAa,P0A9J6,1RKD
15045,PDP:4XDAAb,P0A9J6,1RKD
15046,PDP:4XDAAa,P0A9J6,1RKS
15047,PDP:4XDAAb,P0A9J6,1RKS
15048,d1k0wa_,P08203,1JDI
15054,d1k0wa_,P08203,1K0W
15060,PDP:2FN9Aa,P02925,1BA2
15061,PDP:2FN9Ab,P02925,1BA2
15064,PDP:2FN9Aa,P02925,1DBP
15065,PDP:2FN9Ab,P02925,1DBP
15066,PDP:2FN9Aa,P02925,1DRJ
15067,PDP:2FN9Ab,P02925,1DRJ
15068,PDP:2FN9Aa,P02925,1DRK
15069,PDP:2FN9Ab,P02925,1DRK
15070,PDP:2FN9Aa,P02925,1URP
15071,PDP:2FN9Ab,P02925,1URP
15078,PDP:2FN9Aa,P02925,2DRI
15079,PDP:2FN9Ab,P02925,2DRI
15080,PDP:2FN9Aa,P02925,2GX6
15081,PDP:2FN9Ab,P02925,2GX6
15082,PDP:2UYTAa,P32171,2CGJ
15083,PDP:2UYTAb,P32171,2CGJ
15084,PDP:2UYTAc,P32171,2CGJ
15085,PDP:2UYTAd,P32171,2CGJ
15086,PDP:2UYTAa,P32171,2CGK
15087,PDP:2UYTAb,P32171,2CGK
15088,PDP:2UYTAc,P32171,2CGK
15089,PDP:2UYTAd,P32171,2CGK
15094,PDP:2UYTAa,P32171,2CGL
15095,PDP:2UYTAb,P32171,2CGL
15096,PDP:2UYTAc,P32171,2CGL
15097,PDP:2UYTAd,P32171,2CGL
15098,PDP:2V9LAa,P32169,1GT7
15099,PDP:2V9LAb,P32169,1GT7
15138,PDP:2V9LAa,P32169,1OJR
15139,PDP:2V9LAb,P32169,1OJR
15140,PDP:2V9LAa,P32169,2UYU
15141,PDP:2V9LAb,P32169,2UYU
15144,PDP:2V9LAa,P32169,2UYV
15145,PDP:2V9LAb,P32169,2UYV
15152,PDP:2V9LAa,P32169,2V29
15153,PDP:2V9LAb,P32169,2V29
15156,PDP:2V9LAa,P32169,2V2A
15157,PDP:2V9LAb,P32169,2V2A
15158,PDP:2V9LAa,P32169,2V2B
15159,PDP:2V9LAb,P32169,2V2B
15160,PDP:2V9LAa,P32169,2V9E
15161,PDP:2V9LAb,P32169,2V9E
15164,PDP:2V9LAa,P32169,2V9F
15165,PDP:2V9LAb,P32169,2V9F
15166,PDP:2V9LAa,P32169,2V9G
15167,PDP:2V9LAb,P32169,2V9G
15174,PDP:2V9LAa,P32169,2V9I
15175,PDP:2V9LAb,P32169,2V9I
15178,PDP:2V9LAa,P32169,2V9L
15179,PDP:2V9LAb,P32169,2V9L
15180,PDP:2V9LAa,P32169,2V9M
15181,PDP:2V9LAb,P32169,2V9M
15184,PDP:2V9LAa,P32169,2V9N
15185,PDP:2V9LAb,P32169,2V9N
15192,PDP:2V9LAa,P32169,2V9O
15193,PDP:2V9LAb,P32169,2V9O
15196,PDP:1QFNB_,P00452,1QFN
15197,PDP:2XAPAa,P00452,1R1R
15198,PDP:2XAPAb,P00452,1R1R
15199,PDP:2XAPAc,P00452,1R1R
15206,PDP:2XAPAa,P00452,1RLR
15207,PDP:2XAPAb,P00452,1RLR
15208,PDP:2XAPAc,P00452,1RLR
15209,PDP:2XAPAa,P00452,2R1R
15210,PDP:2XAPAb,P00452,2R1R
15211,PDP:2XAPAc,P00452,2R1R
15218,PDP:2XAPAa,P00452,2X0X
15219,PDP:2XAPAb,P00452,2X0X
15220,PDP:2XAPAc,P00452,2X0X
15227,PDP:2XAPAa,P00452,2XAK
15228,PDP:2XAPAb,P00452,2XAK
15229,PDP:2XAPAc,P00452,2XAK
15236,PDP:2XAPAa,P00452,2XAP
15237,PDP:2XAPAb,P00452,2XAP
15238,PDP:2XAPAc,P00452,2XAP
15245,PDP:2XAPAa,P00452,2XAV
15246,PDP:2XAPAb,P00452,2XAV
15247,PDP:2XAPAc,P00452,2XAV
15254,PDP:2XAPAa,P00452,2XAW
15255,PDP:2XAPAb,P00452,2XAW
15256,PDP:2XAPAc,P00452,2XAW
15263,PDP:2XAPAa,P00452,2XAX
15264,PDP:2XAPAb,P00452,2XAX
15265,PDP:2XAPAc,P00452,2XAX
15272,PDP:2XAPAa,P00452,2XAY
15273,PDP:2XAPAb,P00452,2XAY
15274,PDP:2XAPAc,P00452,2XAY
15281,PDP:2XAPAa,P00452,2XAZ
15282,PDP:2XAPAb,P00452,2XAZ
15283,PDP:2XAPAc,P00452,2XAZ
15290,PDP:2XAPAa,P00452,2XO4
15291,PDP:2XAPAb,P00452,2XO4
15292,PDP:2XAPAc,P00452,2XO4
15299,PDP:2XAPAa,P00452,2XO5
15300,PDP:2XAPAb,P00452,2XO5
15301,PDP:2XAPAc,P00452,2XO5
15308,PDP:2XAPAa,P00452,3R1R
15309,PDP:2XAPAb,P00452,3R1R
15310,PDP:2XAPAc,P00452,3R1R
15317,PDP:2XAPAa,P00452,3UUS
15318,PDP:2XAPAb,P00452,3UUS
15319,PDP:2XAPAc,P00452,3UUS
15329,PDP:2XAPAa,P00452,4ERM
15330,PDP:2XAPAb,P00452,4ERM
15331,PDP:2XAPAc,P00452,4ERM
15341,PDP:2XAPAa,P00452,4ERP
15342,PDP:2XAPAb,P00452,4ERP
15343,PDP:2XAPAc,P00452,4ERP
15353,PDP:2XAPAa,P00452,4R1R
15354,PDP:2XAPAb,P00452,4R1R
15355,PDP:2XAPAc,P00452,4R1R
15362,PDP:2XAPAa,P00452,5CNS
15363,PDP:2XAPAb,P00452,5CNS
15364,PDP:2XAPAc,P00452,5CNS
15374,PDP:2XAPAa,P00452,5CNT
15375,PDP:2XAPAb,P00452,5CNT
15376,PDP:2XAPAc,P00452,5CNT
15386,PDP:2XAPAa,P00452,5CNU
15387,PDP:2XAPAb,P00452,5CNU
15388,PDP:2XAPAc,P00452,5CNU
15398,PDP:2XAPAa,P00452,5CNV
15399,PDP:2XAPAb,P00452,5CNV
15400,PDP:2XAPAc,P00452,5CNV
15410,PDP:2XAPAa,P00452,5R1R
15411,PDP:2XAPAb,P00452,5R1R
15412,PDP:2XAPAc,P00452,5R1R
15419,PDP:2XAPAa,P00452,6R1R
15420,PDP:2XAPAb,P00452,6R1R
15421,PDP:2XAPAc,P00452,6R1R
15428,PDP:2XAPAa,P00452,7R1R
15429,PDP:2XAPAb,P00452,7R1R
15430,PDP:2XAPAc,P00452,7R1R
15437,d1mxra_,P69924,1AV8
15439,d1mxra_,P69924,1BIQ
15441,d1mxra_,P69924,1JPR
15443,d1mxra_,P69924,1JQC
15445,d1mxra_,P69924,1MRR
15447,d1mxra_,P69924,1MXR
15449,d1mxra_,P69924,1PFR
15451,d1mxra_,P69924,1PIM
15453,d1mxra_,P69924,1PIU
15455,d1mxra_,P69924,1PIY
15457,d1mxra_,P69924,1PIZ
15459,d1mxra_,P69924,1PJ0
15461,d1mxra_,P69924,1PJ1
15463,d1mxra_,P69924,1PM2
15465,PDP:2XAPD_,P69924,1R1R
15469,d1mxra_,P69924,1R65
15471,d1mxra_,P69924,1RIB
15473,d1mxra_,P69924,1RNR
15475,d1mxra_,P69924,1RSR
15477,d1mxra_,P69924,1RSV
15479,d1mxra_,P69924,1XIK
15481,d1mxra_,P69924,1YFD
15483,d1mxra_,P69924,2ALX
15484,d1mxra_,P69924,2AV8
15486,PDP:2XAPD_,P69924,2R1R
15490,PDP:2XAPD_,P69924,2X0X
15494,PDP:2XAPD_,P69924,2XAK
15498,PDP:2XAPD_,P69924,2XAP
15502,PDP:2XAPD_,P69924,2XAV
15506,PDP:2XAPD_,P69924,2XAW
15510,PDP:2XAPD_,P69924,2XAX
15514,PDP:2XAPD_,P69924,2XAY
15518,PDP:2XAPD_,P69924,2XAZ
15522,PDP:2XAPD_,P69924,2XO4
15526,PDP:2XAPD_,P69924,2XO5
15530,d1mxra_,P69924,2XOF
15532,PDP:2XAPD_,P69924,3R1R
15536,d1mxra_,P69924,3UUS
15540,d1mxra_,P69924,4ERM
15544,d1mxra_,P69924,4ERP
15548,PDP:2XAPD_,P69924,4R1R
15552,d1mxra_,P69924,5CNS
15556,d1mxra_,P69924,5CNT
15560,d1mxra_,P69924,5CNU
15564,d1mxra_,P69924,5CNV
15568,PDP:2XAPD_,P69924,5R1R
15572,PDP:2XAPD_,P69924,6R1R
15576,PDP:2XAPD_,P69924,7R1R
15580,PDP:3MJOAa,P37146,3N37
15581,PDP:3MJOAa,P37146,3N38
15582,PDP:3MJOAa,P37146,3N39
15584,PDP:3MJOAa,P37146,3N3A
15586,PDP:3MJOAa,P37146,3N3B
15588,PDP:3MJOAa,P37146,4M1F
15589,PDP:4X84Aa,P0A7Z0,1KS2
15590,PDP:4X84Ab,P0A7Z0,1KS2
15593,PDP:4X84Aa,P0A7Z0,1LKZ
15594,PDP:4X84Ab,P0A7Z0,1LKZ
15597,PDP:4X84Aa,P0A7Z0,1O8B
15598,PDP:4X84Ab,P0A7Z0,1O8B
15601,PDP:3G0MAa,P76194,1MZG
15603,PDP:5J8QAa,P77444,1C0N
15604,PDP:5J8QAb,P77444,1C0N
15605,PDP:5J8QAc,P77444,1C0N
15606,PDP:5J8QAa,P77444,1I29
15607,PDP:5J8QAb,P77444,1I29
15608,PDP:5J8QAc,P77444,1I29
15609,PDP:5J8QAa,P77444,1JF9
15610,PDP:5J8QAb,P77444,1JF9
15611,PDP:5J8QAc,P77444,1JF9
15612,PDP:5J8QAa,P77444,1KMJ
15613,PDP:5J8QAb,P77444,1KMJ
15614,PDP:5J8QAc,P77444,1KMJ
15615,PDP:5J8QAa,P77444,1KMK
15616,PDP:5J8QAb,P77444,1KMK
15617,PDP:5J8QAc,P77444,1KMK
15618,PDP:5J8QAa,P77444,5DB5
15619,PDP:5J8QAb,P77444,5DB5
15620,PDP:5J8QAc,P77444,5DB5
15624,d1vh4a_,P77689,1VH4
15626,d1vh4a_,P77689,2ZU0
15628,d1vh4a_,P77689,5AWF
15630,d1vh4a_,P77689,5AWG
15632,PDP:2D2EAa,P77499,2D3W
15633,PDP:2D2EAb,P77499,2D3W
15640,PDP:2D2EAa,P77499,2ZU0
15641,PDP:2D2EAb,P77499,2ZU0
15644,PDP:2D2EAa,P77499,5AWF
15645,PDP:2D2EAb,P77499,5AWF
15652,PDP:2D2EAa,P77499,5AWG
15653,PDP:2D2EAb,P77499,5AWG
15660,PDP:5AWFAa,P77522,5AWF
15662,PDP:5AWFAa,P77522,5AWG
15664,PDP:2D2AAa,P77667,2D2A
15666,PDP:2XBLAa,P63224,2I22
15670,PDP:2XBLAa,P63224,2I2W
15674,d1ynfa1,P76216,1YNF
15680,d1ynfa1,P76216,1YNH
15684,d1ynfa1,P76216,1YNI
15688,PDP:3U0OAa,P16456,3U0O
15689,PDP:3U0OAb,P16456,3U0O
15692,PDP:5EJ8Aa,P17109,2JLA
15693,PDP:5EJ8Ab,P17109,2JLA
15694,PDP:5EJ8Ac,P17109,2JLA
15704,PDP:5EJ8Aa,P17109,2JLC
15705,PDP:5EJ8Ab,P17109,2JLC
15706,PDP:5EJ8Ac,P17109,2JLC
15710,PDP:5EJ8Aa,P17109,3FLM
15711,PDP:5EJ8Ab,P17109,3FLM
15712,PDP:5EJ8Ac,P17109,3FLM
15716,PDP:5EJ8Aa,P17109,3HWW
15717,PDP:5EJ8Ab,P17109,3HWW
15718,PDP:5EJ8Ac,P17109,3HWW
15722,PDP:5EJ8Aa,P17109,3HWX
15723,PDP:5EJ8Ab,P17109,3HWX
15724,PDP:5EJ8Ac,P17109,3HWX
15746,PDP:5EJ8Aa,P17109,5EJ4
15747,PDP:5EJ8Ab,P17109,5EJ4
15748,PDP:5EJ8Ac,P17109,5EJ4
15770,PDP:5EJ8Aa,P17109,5EJ5
15771,PDP:5EJ8Ab,P17109,5EJ5
15772,PDP:5EJ8Ac,P17109,5EJ5
15794,PDP:5EJ8Aa,P17109,5EJ6
15795,PDP:5EJ8Ab,P17109,5EJ6
15796,PDP:5EJ8Ac,P17109,5EJ6
15818,PDP:5EJ8Aa,P17109,5EJ7
15819,PDP:5EJ8Ab,P17109,5EJ7
15820,PDP:5EJ8Ac,P17109,5EJ7
15842,PDP:5EJ8Aa,P17109,5EJ8
15843,PDP:5EJ8Ab,P17109,5EJ8
15844,PDP:5EJ8Ac,P17109,5EJ8
15866,PDP:5EJ8Aa,P17109,5EJ9
15867,PDP:5EJ8Ab,P17109,5EJ9
15868,PDP:5EJ8Ac,P17109,5EJ9
15890,PDP:5EJ8Aa,P17109,5EJA
15891,PDP:5EJ8Ab,P17109,5EJA
15892,PDP:5EJ8Ac,P17109,5EJA
15914,PDP:3TEJAa,P11454,2ROQ
15915,PDP:3TEJAb,P11454,2ROQ
15916,PDP:3TEJAa,P11454,3TEJ
15917,PDP:3TEJAb,P11454,3TEJ
15920,PDP:4ZXJAa,P11454,4ZXJ
15921,PDP:4ZXJAb,P11454,4ZXJ
15922,PDP:4ZXJAc,P11454,4ZXJ
15923,PDP:4ZXJAd,P11454,4ZXJ
15924,PDP:4ZXJAe,P11454,4ZXJ
15925,PDP:4ZXJAf,P11454,4ZXJ
15926,PDP:4ZXJAg,P11454,4ZXJ
15927,PDP:4ZXJAa,P11454,5JA1
15928,PDP:4ZXJAb,P11454,5JA1
15929,PDP:4ZXJAc,P11454,5JA1
15930,PDP:4ZXJAd,P11454,5JA1
15931,PDP:4ZXJAe,P11454,5JA1
15932,PDP:4ZXJAf,P11454,5JA1
15933,PDP:4ZXJAg,P11454,5JA1
15934,PDP:4ZXJAa,P11454,5JA2
15935,PDP:4ZXJAb,P11454,5JA2
15936,PDP:4ZXJAc,P11454,5JA2
15937,PDP:4ZXJAd,P11454,5JA2
15938,PDP:4ZXJAe,P11454,5JA2
15939,PDP:4ZXJAf,P11454,5JA2
15940,PDP:4ZXJAg,P11454,5JA2
15941,PDP:4N6AAa,P0A9D4,1T3D
15944,PDP:3SS7Xa,P00926,3SS7
15945,PDP:3SS7Xb,P00926,3SS7
15946,PDP:3SS7Xa,P00926,3SS9
15947,PDP:3SS7Xb,P00926,3SS9
15948,d1yw4a1,P76215,1YW6
15950,PDP:4MYDAa,P37355,4GDM
15953,PDP:4MYDAa,P37355,4GEC
15956,PDP:4MYDAa,P37355,4GEG
15959,PDP:4MYDAa,P37355,4MXD
15960,PDP:4MYDAa,P37355,4MYD
15963,PDP:4MYDAa,P37355,4MYS
15966,PDP:3O8QAa,P15770,1NYT
15967,PDP:3O8QAb,P15770,1NYT
15974,PDP:4Y0AAa,P0A6D7,1KAG
15976,PDP:2RFVAa,P00935,1CS1
15977,PDP:2RFVAb,P00935,1CS1
15978,PDP:2RFVAc,P00935,1CS1
15988,PDP:3NY7Aa,P0AFR2,3NY7
15989,PDP:4MI4Aa,P0A951,4R9M
15992,d1ix9a1,P0AGD3,1ISA
15993,d1ix9a2,P0AGD3,1ISA
15996,d1ix9a1,P0AGD3,1ISB
15997,d1ix9a2,P0AGD3,1ISB
16000,d1ix9a1,P0AGD3,1ISC
16001,d1ix9a2,P0AGD3,1ISC
16004,d1ix9a1,P0AGD3,1ZA5
16005,d1ix9a2,P0AGD3,1ZA5
16008,d1ix9a1,P0AGD3,2BKB
16009,d1ix9a2,P0AGD3,2BKB
16016,d1ix9a1,P0AGD3,2NYB
16017,d1ix9a2,P0AGD3,2NYB
16024,d1ix9a1,P00448,1D5N
16025,d1ix9a2,P00448,1D5N
16032,d1ix9a1,P00448,1EN4
16033,d1ix9a2,P00448,1EN4
16040,d1ix9a1,P00448,1EN5
16041,d1ix9a2,P00448,1EN5
16048,d1ix9a1,P00448,1EN6
16049,d1ix9a2,P00448,1EN6
16056,d1ix9a1,P00448,1I08
16057,d1ix9a2,P00448,1I08
16064,d1ix9a1,P00448,1I0H
16065,d1ix9a2,P00448,1I0H
16068,d1ix9a1,P00448,1IX9
16069,d1ix9a2,P00448,1IX9
16072,d1ix9a1,P00448,1IXB
16073,d1ix9a2,P00448,1IXB
16076,d1ix9a1,P00448,1MMM
16077,d1ix9a2,P00448,1MMM
16080,d1ix9a1,P00448,1VEW
16081,d1ix9a2,P00448,1VEW
16088,d1ix9a1,P00448,1ZLZ
16089,d1ix9a2,P00448,1ZLZ
16092,d1ix9a1,P00448,3K9S
16093,d1ix9a2,P00448,3K9S
16100,d1ix9a1,P00448,3OT7
16101,d1ix9a2,P00448,3OT7
16108,PDP:4L05Aa,P0AGD1,1ESO
16109,d1o04a_,P25526,3JZ4
16113,PDP:5C5HAa,P37353,5C5H
16114,PDP:5C5HAb,P37353,5C5H
16115,PDP:5C5HAc,P37353,5C5H
16119,d1r6wa1,P29208,1FHU
16120,d1r6wa2,P29208,1FHU
16121,d1r6wa1,P29208,1FHV
16122,d1r6wa2,P29208,1FHV
16123,d1r6wa1,P29208,1R6W
16124,d1r6wa2,P29208,1R6W
16125,d1r6wa1,P29208,2OFJ
16126,d1r6wa2,P29208,2OFJ
16133,PDP:2WDQCa,P69054,1NEK
16134,PDP:2WDQCa,P69054,1NEN
16135,PDP:2WDQCa,P69054,2ACZ
16136,PDP:2WDQCa,P69054,2WDQ
16139,PDP:2WDQCa,P69054,2WDR
16142,PDP:2WDQCa,P69054,2WDV
16145,PDP:2WDQCa,P69054,2WP9
16148,PDP:2WDQCa,P69054,2WS3
16151,PDP:2WDQCa,P69054,2WU2
16154,PDP:2WDQCa,P69054,2WU5
16157,PDP:2WDQDa,P0AC44,1NEK
16158,PDP:2WDQDa,P0AC44,1NEN
16159,PDP:2WDQDa,P0AC44,2ACZ
16160,PDP:2WDQDa,P0AC44,2WDQ
16163,PDP:2WDQDa,P0AC44,2WDR
16166,PDP:2WDQDa,P0AC44,2WDV
16169,PDP:2WDQDa,P0AC44,2WP9
16172,PDP:2WDQDa,P0AC44,2WS3
16175,PDP:2WDQDa,P0AC44,2WU2
16178,PDP:2WDQDa,P0AC44,2WU5
16181,PDP:2WDQAa,P0AC41,1NEK
16182,PDP:2WDQAb,P0AC41,1NEK
16183,PDP:2WDQAa,P0AC41,1NEN
16184,PDP:2WDQAb,P0AC41,1NEN
16185,PDP:2WDQAa,P0AC41,2ACZ
16186,PDP:2WDQAb,P0AC41,2ACZ
16187,PDP:2WDQAa,P0AC41,2WDQ
16188,PDP:2WDQAb,P0AC41,2WDQ
16193,PDP:2WDQAa,P0AC41,2WDR
16194,PDP:2WDQAb,P0AC41,2WDR
16199,PDP:2WDQAa,P0AC41,2WDV
16200,PDP:2WDQAb,P0AC41,2WDV
16205,PDP:2WDQAa,P0AC41,2WP9
16206,PDP:2WDQAb,P0AC41,2WP9
16211,PDP:2WDQAa,P0AC41,2WS3
16212,PDP:2WDQAb,P0AC41,2WS3
16217,PDP:2WDQAa,P0AC41,2WU2
16218,PDP:2WDQAb,P0AC41,2WU2
16223,PDP:2WDQAa,P0AC41,2WU5
16224,PDP:2WDQAb,P0AC41,2WU5
16229,PDP:2H88Ba,P07014,1NEK
16230,PDP:2H88Bb,P07014,1NEK
16231,PDP:2H88Ba,P07014,1NEN
16232,PDP:2H88Bb,P07014,1NEN
16233,PDP:2H88Ba,P07014,2ACZ
16234,PDP:2H88Bb,P07014,2ACZ
16235,PDP:2H88Ba,P07014,2WDQ
16236,PDP:2H88Bb,P07014,2WDQ
16241,PDP:2H88Ba,P07014,2WDR
16242,PDP:2H88Bb,P07014,2WDR
16247,PDP:2H88Ba,P07014,2WDV
16248,PDP:2H88Bb,P07014,2WDV
16253,PDP:2H88Ba,P07014,2WP9
16254,PDP:2H88Bb,P07014,2WP9
16259,PDP:2H88Ba,P07014,2WS3
16260,PDP:2H88Bb,P07014,2WS3
16265,PDP:2H88Ba,P07014,2WU2
16266,PDP:2H88Bb,P07014,2WU2
16271,PDP:2H88Ba,P07014,2WU5
16272,PDP:2H88Bb,P07014,2WU5
16277,d1eudb1,P0A836,1CQI
16278,d1eudb2,P0A836,1CQI
16281,d1eudb1,P0A836,1CQJ
16282,d1eudb2,P0A836,1CQJ
16285,d1eudb1,P0A836,1JKJ
16286,d1eudb2,P0A836,1JKJ
16289,d1eudb1,P0A836,1JLL
16290,d1eudb2,P0A836,1JLL
16293,d1eudb1,P0A836,1SCU
16294,d1eudb2,P0A836,1SCU
16297,d1eudb1,P0A836,2NU6
16298,d1eudb2,P0A836,2NU6
16301,d1eudb1,P0A836,2NU7
16302,d1eudb2,P0A836,2NU7
16305,d1eudb1,P0A836,2NU8
16306,d1eudb2,P0A836,2NU8
16309,d1eudb1,P0A836,2NU9
16310,d1eudb2,P0A836,2NU9
16317,d1eudb1,P0A836,2NUA
16318,d1eudb2,P0A836,2NUA
16321,d1eudb1,P0A836,2SCU
16322,d1eudb2,P0A836,2SCU
16325,d1oi7a1,P0AGE9,1CQI
16326,d1oi7a2,P0AGE9,1CQI
16329,d1oi7a1,P0AGE9,1CQJ
16330,d1oi7a2,P0AGE9,1CQJ
16333,d1oi7a1,P0AGE9,1JKJ
16334,d1oi7a2,P0AGE9,1JKJ
16337,d1oi7a1,P0AGE9,1JLL
16338,d1oi7a2,P0AGE9,1JLL
16341,d1oi7a1,P0AGE9,1SCU
16342,d1oi7a2,P0AGE9,1SCU
16345,d1oi7a1,P0AGE9,2NU6
16346,d1oi7a2,P0AGE9,2NU6
16349,d1oi7a1,P0AGE9,2NU7
16350,d1oi7a2,P0AGE9,2NU7
16353,d1oi7a1,P0AGE9,2NU8
16354,d1oi7a2,P0AGE9,2NU8
16357,d1oi7a1,P0AGE9,2NU9
16358,d1oi7a2,P0AGE9,2NU9
16365,d1oi7a1,P0AGE9,2NUA
16366,d1oi7a2,P0AGE9,2NUA
16369,d1oi7a1,P0AGE9,2SCU
16370,d1oi7a2,P0AGE9,2SCU
16373,PDP:3CWNAa,P0A870,1I2N
16375,PDP:3CWNAa,P0A870,1I2O
16377,PDP:3CWNAa,P0A870,1I2P
16379,PDP:3CWNAa,P0A870,1I2Q
16381,PDP:3CWNAa,P0A870,1I2R
16383,PDP:3CWNAa,P0A870,1ONR
16385,PDP:3CWNAa,P0A870,1UCW
16387,PDP:3CWNAa,P0A870,3KOF
16389,PDP:3CWNAa,P0A870,4RZ5
16391,PDP:3CWNAa,P0A870,4RZ6
16393,PDP:3CWNAa,P0A870,4S2B
16395,PDP:3CWNAa,P0A870,4S2C
16397,PDP:3PVJAa,P37610,1GQW
16398,PDP:3PVJAb,P37610,1GQW
16401,PDP:3PVJAa,P37610,1GY9
16402,PDP:3PVJAb,P37610,1GY9
16405,PDP:3PVJAa,P37610,1OS7
16406,PDP:3PVJAb,P37610,1OS7
16413,PDP:3PVJAa,P37610,1OTJ
16414,PDP:3PVJAb,P37610,1OTJ
16421,PDP:4ZAHAa,P27833,4PIW
16429,PDP:4ZAHAa,P27833,4ZAH
16437,d1r6da_,P27830,1BXK
16439,d1gvfa_,P0AB74,1GVF
16441,PDP:2QRYAa,P31550,2QRY
16442,PDP:2QRYAb,P31550,2QRY
16449,d1tdja1,P04968,1TDJ
16450,d1tdja2,P04968,1TDJ
16451,d1tdja3,P04968,1TDJ
16452,d1jw9b_,P30138,1ZFN
16456,d1jw9b_,P30138,1ZKM
16460,d1jw9b_,P30138,1ZUD
16462,d1zud21,O32583,1F0Z
16463,d1zud21,O32583,1ZUD
16465,PDP:3L84Aa,P27302,1QGD
16466,PDP:3L84Ab,P27302,1QGD
16469,PDP:3L84Aa,P27302,2R5N
16470,PDP:3L84Ab,P27302,2R5N
16473,PDP:3L84Aa,P27302,2R8O
16474,PDP:3L84Ab,P27302,2R8O
16477,PDP:3L84Aa,P27302,2R8P
16478,PDP:3L84Ab,P27302,2R8P
16481,PDP:4IQBAa,P0A884,1AIQ
16483,PDP:4IQBAa,P0A884,1AJM
16484,PDP:4IQBAa,P0A884,1AN5
16486,PDP:4IQBAa,P0A884,1AOB
16487,PDP:4IQBAa,P0A884,1AXW
16489,PDP:4IQBAa,P0A884,1BDU
